Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Date_Parsed,Year,Month,HomeTeam_encoded,AwayTeam_encoded,TotalGoals,GoalDifference,HomeAdvantage,Over2_5,Over1_5,Over3_5,BTTS,FTR_encoded
2015-2016,5/3/2016,Newcastle,Bournemouth,1,3,A,2016-03-05,2016,3,23,6,4,-2,0,1,1,1,1,2
2015-2016,5/3/2016,Southampton,Sunderland,1,1,D,2016-03-05,2016,3,29,31,2,0,0,0,1,0,1,1
2015-2016,5/3/2016,Swansea,Norwich,1,0,H,2016-03-05,2016,3,32,24,1,1,1,0,0,0,0,0
2015-2016,5/3/2016,Tottenham,Arsenal,2,2,D,2016-03-05,2016,3,33,0,4,0,0,1,1,1,1,1
2015-2016,5/3/2016,Watford,Leicester,0,1,A,2016-03-05,2016,3,34,18,1,-1,0,0,0,0,0,2
2015-2016,6/3/2016,Crystal Palace,Liverpool,1,2,A,2016-03-06,2016,3,12,19,3,-1,0,1,1,0,1,2
2015-2016,6/3/2016,West Brom,Man United,1,0,H,2016-03-06,2016,3,35,21,1,1,1,0,0,0,0,0
2015-2016,12/3/2016,Bournemouth,Swansea,3,2,H,2016-03-12,2016,3,6,32,5,1,1,1,1,1,1,0
2015-2016,12/3/2016,Norwich,Man City,0,0,D,2016-03-12,2016,3,24,20,0,0,0,0,0,0,0,1
2015-2016,12/3/2016,Stoke,Southampton,1,2,A,2016-03-12,2016,3,30,29,3,-1,0,1,1,0,1,2
2015-2016,2/4/2016,Arsenal,Watford,4,0,H,2016-04-02,2016,4,0,34,4,4,1,1,1,1,0,0
2015-2016,2/4/2016,Aston Villa,Chelsea,0,4,A,2016-04-02,2016,4,1,11,4,-4,0,1,1,1,0,2
2015-2016,2/4/2016,Bournemouth,Man City,0,4,A,2016-04-02,2016,4,6,20,4,-4,0,1,1,1,0,2
2015-2016,2/4/2016,Liverpool,Tottenham,1,1,D,2016-04-02,2016,4,19,33,2,0,0,0,1,0,1,1
2015-2016,2/4/2016,Norwich,Newcastle,3,2,H,2016-04-02,2016,4,24,23,5,1,1,1,1,1,1,0
2015-2016,2/4/2016,Stoke,Swansea,2,2,D,2016-04-02,2016,4,30,32,4,0,0,1,1,1,1,1
2015-2016,2/4/2016,Sunderland,West Brom,0,0,D,2016-04-02,2016,4,31,35,0,0,0,0,0,0,0,1
2015-2016,2/4/2016,West Ham,Crystal Palace,2,2,D,2016-04-02,2016,4,36,12,4,0,0,1,1,1,1,1
2015-2016,3/4/2016,Leicester,Southampton,1,0,H,2016-04-03,2016,4,18,29,1,1,1,0,0,0,0,0
2015-2016,3/4/2016,Man United,Everton,1,0,H,2016-04-03,2016,4,21,14,1,1,1,0,0,0,0,0
2015-2016,9/4/2016,Aston Villa,Bournemouth,1,2,A,2016-04-09,2016,4,1,6,3,-1,0,1,1,0,1,2
2015-2016,9/4/2016,Crystal Palace,Norwich,1,0,H,2016-04-09,2016,4,12,24,1,1,1,0,0,0,0,0
2015-2016,9/4/2016,Man City,West Brom,2,1,H,2016-04-09,2016,4,20,35,3,1,1,1,1,0,1,0
2015-2016,9/4/2016,Southampton,Newcastle,3,1,H,2016-04-09,2016,4,29,23,4,2,1,1,1,1,1,0
2015-2016,9/4/2016,Swansea,Chelsea,1,0,H,2016-04-09,2016,4,32,11,1,1,1,0,0,0,0,0
2015-2016,9/4/2016,Watford,Everton,1,1,D,2016-04-09,2016,4,34,14,2,0,0,0,1,0,1,1
2015-2016,9/4/2016,West Ham,Arsenal,3,3,D,2016-04-09,2016,4,36,0,6,0,0,1,1,1,1,1
2015-2016,10/4/2016,Liverpool,Stoke,4,1,H,2016-04-10,2016,4,19,30,5,3,1,1,1,1,1,0
2015-2016,10/4/2016,Sunderland,Leicester,0,2,A,2016-04-10,2016,4,31,18,2,-2,0,0,1,0,0,2
2015-2016,10/4/2016,Tottenham,Man United,3,0,H,2016-04-10,2016,4,33,21,3,3,1,1,1,0,0,0
2015-2016,1/5/2016,Man United,Leicester,1,1,D,2016-05-01,2016,5,21,18,2,0,0,0,1,0,1,1
2015-2016,1/5/2016,Southampton,Man City,4,2,H,2016-05-01,2016,5,29,20,6,2,1,1,1,1,1,0
2015-2016,1/5/2016,Swansea,Liverpool,3,1,H,2016-05-01,2016,5,32,19,4,2,1,1,1,1,1,0
2015-2016,2/5/2016,Chelsea,Tottenham,2,2,D,2016-05-02,2016,5,11,33,4,0,0,1,1,1,1,1
2015-2016,7/5/2016,Aston Villa,Newcastle,0,0,D,2016-05-07,2016,5,1,23,0,0,0,0,0,0,0,1
2015-2016,7/5/2016,Bournemouth,West Brom,1,1,D,2016-05-07,2016,5,6,35,2,0,0,0,1,0,1,1
2015-2016,7/5/2016,Crystal Palace,Stoke,2,1,H,2016-05-07,2016,5,12,30,3,1,1,1,1,0,1,0
2015-2016,7/5/2016,Leicester,Everton,3,1,H,2016-05-07,2016,5,18,14,4,2,1,1,1,1,1,0
2015-2016,7/5/2016,Norwich,Man United,0,1,A,2016-05-07,2016,5,24,21,1,-1,0,0,0,0,0,2
2015-2016,7/5/2016,Sunderland,Chelsea,3,2,H,2016-05-07,2016,5,31,11,5,1,1,1,1,1,1,0
2015-2016,7/5/2016,West Ham,Swansea,1,4,A,2016-05-07,2016,5,36,32,5,-3,0,1,1,1,1,2
2015-2016,8/5/2016,Liverpool,Watford,2,0,H,2016-05-08,2016,5,19,34,2,2,1,0,1,0,0,0
2015-2016,8/5/2016,Man City,Arsenal,2,2,D,2016-05-08,2016,5,20,0,4,0,0,1,1,1,1,1
2015-2016,8/5/2016,Tottenham,Southampton,1,2,A,2016-05-08,2016,5,33,29,3,-1,0,1,1,0,1,2
2015-2016,10/5/2016,West Ham,Man United,3,2,H,2016-05-10,2016,5,36,21,5,1,1,1,1,1,1,0
2015-2016,11/5/2016,Liverpool,Chelsea,1,1,D,2016-05-11,2016,5,19,11,2,0,0,0,1,0,1,1
2015-2016,11/5/2016,Norwich,Watford,4,2,H,2016-05-11,2016,5,24,34,6,2,1,1,1,1,1,0
2015-2016,11/5/2016,Sunderland,Everton,3,0,H,2016-05-11,2016,5,31,14,3,3,1,1,1,0,0,0
2016-2017,10/9/2016,Arsenal,Southampton,2,1,H,2016-09-10,2016,9,0,29,3,1,1,1,1,0,1,0
2016-2017,10/9/2016,Bournemouth,West Brom,1,0,H,2016-09-10,2016,9,6,35,1,1,1,0,0,0,0,0
2016-2017,10/9/2016,Burnley,Hull,1,1,D,2016-09-10,2016,9,8,17,2,0,0,0,1,0,1,1
2016-2017,10/9/2016,Liverpool,Leicester,4,1,H,2016-09-10,2016,9,19,18,5,3,1,1,1,1,1,0
2016-2017,10/9/2016,Man United,Man City,1,2,A,2016-09-10,2016,9,21,20,3,-1,0,1,1,0,1,2
2016-2017,10/9/2016,Middlesbrough,Crystal Palace,1,2,A,2016-09-10,2016,9,22,12,3,-1,0,1,1,0,1,2
2016-2017,10/9/2016,Stoke,Tottenham,0,4,A,2016-09-10,2016,9,30,33,4,-4,0,1,1,1,0,2
2016-2017,10/9/2016,West Ham,Watford,2,4,A,2016-09-10,2016,9,36,34,6,-2,0,1,1,1,1,2
2016-2017,11/9/2016,Swansea,Chelsea,2,2,D,2016-09-11,2016,9,32,11,4,0,0,1,1,1,1,1
2016-2017,12/9/2016,Sunderland,Everton,0,3,A,2016-09-12,2016,9,31,14,3,-3,0,1,1,0,0,2
2016-2017,1/10/2016,Hull,Chelsea,0,2,A,2016-10-01,2016,10,17,11,2,-2,0,0,1,0,0,2
2016-2017,1/10/2016,Sunderland,West Brom,1,1,D,2016-10-01,2016,10,31,35,2,0,0,0,1,0,1,1
2016-2017,1/10/2016,Swansea,Liverpool,1,2,A,2016-10-01,2016,10,32,19,3,-1,0,1,1,0,1,2
2016-2017,1/10/2016,Watford,Bournemouth,2,2,D,2016-10-01,2016,10,34,6,4,0,0,1,1,1,1,1
2016-2017,1/10/2016,West Ham,Middlesbrough,1,1,D,2016-10-01,2016,10,36,22,2,0,0,0,1,0,1,1
2016-2017,2/10/2016,Burnley,Arsenal,0,1,A,2016-10-02,2016,10,8,0,1,-1,0,0,0,0,0,2
2016-2017,2/10/2016,Leicester,Southampton,0,0,D,2016-10-02,2016,10,18,29,0,0,0,0,0,0,0,1
2016-2017,2/10/2016,Man United,Stoke,1,1,D,2016-10-02,2016,10,21,30,2,0,0,0,1,0,1,1
2016-2017,2/10/2016,Tottenham,Man City,2,0,H,2016-10-02,2016,10,33,20,2,2,1,0,1,0,0,0
2016-2017,5/11/2016,Bournemouth,Sunderland,1,2,A,2016-11-05,2016,11,6,31,3,-1,0,1,1,0,1,2
2016-2017,5/11/2016,Burnley,Crystal Palace,3,2,H,2016-11-05,2016,11,8,12,5,1,1,1,1,1,1,0
2016-2017,5/11/2016,Chelsea,Everton,5,0,H,2016-11-05,2016,11,11,14,5,5,1,1,1,1,0,0
2016-2017,5/11/2016,Man City,Middlesbrough,1,1,D,2016-11-05,2016,11,20,22,2,0,0,0,1,0,1,1
2016-2017,5/11/2016,West Ham,Stoke,1,1,D,2016-11-05,2016,11,36,30,2,0,0,0,1,0,1,1
2016-2017,6/11/2016,Arsenal,Tottenham,1,1,D,2016-11-06,2016,11,0,33,2,0,0,0,1,0,1,1
2016-2017,6/11/2016,Hull,Southampton,2,1,H,2016-11-06,2016,11,17,29,3,1,1,1,1,0,1,0
2016-2017,6/11/2016,Leicester,West Brom,1,2,A,2016-11-06,2016,11,18,35,3,-1,0,1,1,0,1,2
2016-2017,6/11/2016,Liverpool,Watford,6,1,H,2016-11-06,2016,11,19,34,7,5,1,1,1,1,1,0
2016-2017,6/11/2016,Swansea,Man United,1,3,A,2016-11-06,2016,11,32,21,4,-2,0,1,1,1,1,2
2016-2017,3/12/2016,Crystal Palace,Southampton,3,0,H,2016-12-03,2016,12,12,29,3,3,1,1,1,0,0,0
2016-2017,3/12/2016,Man City,Chelsea,1,3,A,2016-12-03,2016,12,20,11,4,-2,0,1,1,1,1,2
2016-2017,3/12/2016,Stoke,Burnley,2,0,H,2016-12-03,2016,12,30,8,2,2,1,0,1,0,0,0
2016-2017,3/12/2016,Sunderland,Leicester,2,1,H,2016-12-03,2016,12,31,18,3,1,1,1,1,0,1,0
2016-2017,3/12/2016,Tottenham,Swansea,5,0,H,2016-12-03,2016,12,33,32,5,5,1,1,1,1,0,0
2016-2017,3/12/2016,West Brom,Watford,3,1,H,2016-12-03,2016,12,35,34,4,2,1,1,1,1,1,0
2016-2017,3/12/2016,West Ham,Arsenal,1,5,A,2016-12-03,2016,12,36,0,6,-4,0,1,1,1,1,2
2016-2017,4/12/2016,Bournemouth,Liverpool,4,3,H,2016-12-04,2016,12,6,19,7,1,1,1,1,1,1,0
2016-2017,4/12/2016,Everton,Man United,1,1,D,2016-12-04,2016,12,14,21,2,0,0,0,1,0,1,1
2016-2017,5/12/2016,Middlesbrough,Hull,1,0,H,2016-12-05,2016,12,22,17,1,1,1,0,0,0,0,0
2016-2017,10/12/2016,Arsenal,Stoke,3,1,H,2016-12-10,2016,12,0,30,4,2,1,1,1,1,1,0
2016-2017,10/12/2016,Burnley,Bournemouth,3,2,H,2016-12-10,2016,12,8,6,5,1,1,1,1,1,1,0
2016-2017,10/12/2016,Hull,Crystal Palace,3,3,D,2016-12-10,2016,12,17,12,6,0,0,1,1,1,1,1
2016-2017,10/12/2016,Leicester,Man City,4,2,H,2016-12-10,2016,12,18,20,6,2,1,1,1,1,1,0
2016-2017,10/12/2016,Swansea,Sunderland,3,0,H,2016-12-10,2016,12,32,31,3,3,1,1,1,0,0,0
2016-2017,10/12/2016,Watford,Everton,3,2,H,2016-12-10,2016,12,34,14,5,1,1,1,1,1,1,0
2016-2017,11/12/2016,Chelsea,West Brom,1,0,H,2016-12-11,2016,12,11,35,1,1,1,0,0,0,0,0
2016-2017,11/12/2016,Liverpool,West Ham,2,2,D,2016-12-11,2016,12,19,36,4,0,0,1,1,1,1,1
2016-2017,11/12/2016,Man United,Tottenham,1,0,H,2016-12-11,2016,12,21,33,1,1,1,0,0,0,0,0
2016-2017,11/12/2016,Southampton,Middlesbrough,1,0,H,2016-12-11,2016,12,29,22,1,1,1,0,0,0,0,0
2016-2017,1/1/2017,Arsenal,Crystal Palace,2,0,H,2017-01-01,2017,1,0,12,2,2,1,0,1,0,0,0
2016-2017,1/1/2017,Watford,Tottenham,1,4,A,2017-01-01,2017,1,34,33,5,-3,0,1,1,1,1,2
2016-2017,2/1/2017,Everton,Southampton,3,0,H,2017-01-02,2017,1,14,29,3,3,1,1,1,0,0,0
2016-2017,2/1/2017,Man City,Burnley,2,1,H,2017-01-02,2017,1,20,8,3,1,1,1,1,0,1,0
2016-2017,2/1/2017,Middlesbrough,Leicester,0,0,D,2017-01-02,2017,1,22,18,0,0,0,0,0,0,0,1
2016-2017,2/1/2017,Sunderland,Liverpool,2,2,D,2017-01-02,2017,1,31,19,4,0,0,1,1,1,1,1
2016-2017,2/1/2017,West Brom,Hull,3,1,H,2017-01-02,2017,1,35,17,4,2,1,1,1,1,1,0
2016-2017,2/1/2017,West Ham,Man United,0,2,A,2017-01-02,2017,1,36,21,2,-2,0,0,1,0,0,2
2016-2017,3/1/2017,Bournemouth,Arsenal,3,3,D,2017-01-03,2017,1,6,0,6,0,0,1,1,1,1,1
2016-2017,3/1/2017,Crystal Palace,Swansea,1,2,A,2017-01-03,2017,1,12,32,3,-1,0,1,1,0,1,2
2016-2017,3/1/2017,Stoke,Watford,2,0,H,2017-01-03,2017,1,30,34,2,2,1,0,1,0,0,0
2016-2017,4/1/2017,Tottenham,Chelsea,2,0,H,2017-01-04,2017,1,33,11,2,2,1,0,1,0,0,0
2016-2017,1/2/2017,Man United,Hull,0,0,D,2017-02-01,2017,2,21,17,0,0,0,0,0,0,0,1
2016-2017,1/2/2017,Stoke,Everton,1,1,D,2017-02-01,2017,2,30,14,2,0,0,0,1,0,1,1
2016-2017,1/2/2017,West Ham,Man City,0,4,A,2017-02-01,2017,2,36,20,4,-4,0,1,1,1,0,2
2016-2017,4/2/2017,Chelsea,Arsenal,3,1,H,2017-02-04,2017,2,11,0,4,2,1,1,1,1,1,0
2016-2017,4/2/2017,Crystal Palace,Sunderland,0,4,A,2017-02-04,2017,2,12,31,4,-4,0,1,1,1,0,2
2016-2017,4/2/2017,Everton,Bournemouth,6,3,H,2017-02-04,2017,2,14,6,9,3,1,1,1,1,1,0
2016-2017,4/2/2017,Hull,Liverpool,2,0,H,2017-02-04,2017,2,17,19,2,2,1,0,1,0,0,0
2016-2017,4/2/2017,Southampton,West Ham,1,3,A,2017-02-04,2017,2,29,36,4,-2,0,1,1,1,1,2
2016-2017,4/2/2017,Tottenham,Middlesbrough,1,0,H,2017-02-04,2017,2,33,22,1,1,1,0,0,0,0,0
2016-2017,4/2/2017,Watford,Burnley,2,1,H,2017-02-04,2017,2,34,8,3,1,1,1,1,0,1,0
2016-2017,4/2/2017,West Brom,Stoke,1,0,H,2017-02-04,2017,2,35,30,1,1,1,0,0,0,0,0
2016-2017,5/2/2017,Leicester,Man United,0,3,A,2017-02-05,2017,2,18,21,3,-3,0,1,1,0,0,2
2016-2017,5/2/2017,Man City,Swansea,2,1,H,2017-02-05,2017,2,20,32,3,1,1,1,1,0,1,0
2016-2017,11/2/2017,Arsenal,Hull,2,0,H,2017-02-11,2017,2,0,17,2,2,1,0,1,0,0,0
2016-2017,11/2/2017,Liverpool,Tottenham,2,0,H,2017-02-11,2017,2,19,33,2,2,1,0,1,0,0,0
2016-2017,11/2/2017,Man United,Watford,2,0,H,2017-02-11,2017,2,21,34,2,2,1,0,1,0,0,0
2016-2017,11/2/2017,Middlesbrough,Everton,0,0,D,2017-02-11,2017,2,22,14,0,0,0,0,0,0,0,1
2016-2017,11/2/2017,Stoke,Crystal Palace,1,0,H,2017-02-11,2017,2,30,12,1,1,1,0,0,0,0,0
2016-2017,11/2/2017,Sunderland,Southampton,0,4,A,2017-02-11,2017,2,31,29,4,-4,0,1,1,1,0,2
2016-2017,11/2/2017,West Ham,West Brom,2,2,D,2017-02-11,2017,2,36,35,4,0,0,1,1,1,1,1
2016-2017,12/2/2017,Burnley,Chelsea,1,1,D,2017-02-12,2017,2,8,11,2,0,0,0,1,0,1,1
2016-2017,12/2/2017,Swansea,Leicester,2,0,H,2017-02-12,2017,2,32,18,2,2,1,0,1,0,0,0
2016-2017,4/3/2017,Leicester,Hull,3,1,H,2017-03-04,2017,3,18,17,4,2,1,1,1,1,1,0
2016-2017,4/3/2017,Liverpool,Arsenal,3,1,H,2017-03-04,2017,3,19,0,4,2,1,1,1,1,1,0
2016-2017,4/3/2017,Man United,Bournemouth,1,1,D,2017-03-04,2017,3,21,6,2,0,0,0,1,0,1,1
2016-2017,4/3/2017,Stoke,Middlesbrough,2,0,H,2017-03-04,2017,3,30,22,2,2,1,0,1,0,0,0
2016-2017,4/3/2017,Swansea,Burnley,3,2,H,2017-03-04,2017,3,32,8,5,1,1,1,1,1,1,0
2016-2017,4/3/2017,Watford,Southampton,3,4,A,2017-03-04,2017,3,34,29,7,-1,0,1,1,1,1,2
2016-2017,4/3/2017,West Brom,Crystal Palace,0,2,A,2017-03-04,2017,3,35,12,2,-2,0,0,1,0,0,2
2016-2017,5/3/2017,Sunderland,Man City,0,2,A,2017-03-05,2017,3,31,20,2,-2,0,0,1,0,0,2
2016-2017,5/3/2017,Tottenham,Everton,3,2,H,2017-03-05,2017,3,33,14,5,1,1,1,1,1,1,0
2016-2017,6/3/2017,West Ham,Chelsea,1,2,A,2017-03-06,2017,3,36,11,3,-1,0,1,1,0,1,2
2016-2017,8/3/2017,Man City,Stoke,0,0,D,2017-03-08,2017,3,20,30,0,0,0,0,0,0,0,1
2016-2017,11/3/2017,Bournemouth,West Ham,3,2,H,2017-03-11,2017,3,6,36,5,1,1,1,1,1,1,0
2016-2017,11/3/2017,Everton,West Brom,3,0,H,2017-03-11,2017,3,14,35,3,3,1,1,1,0,0,0
2016-2017,11/3/2017,Hull,Swansea,2,1,H,2017-03-11,2017,3,17,32,3,1,1,1,1,0,1,0
2016-2017,12/3/2017,Liverpool,Burnley,2,1,H,2017-03-12,2017,3,19,8,3,1,1,1,1,0,1,0
2016-2017,1/4/2017,Burnley,Tottenham,0,2,A,2017-04-01,2017,4,8,33,2,-2,0,0,1,0,0,2
2016-2017,1/4/2017,Chelsea,Crystal Palace,1,2,A,2017-04-01,2017,4,11,12,3,-1,0,1,1,0,1,2
2016-2017,1/4/2017,Hull,West Ham,2,1,H,2017-04-01,2017,4,17,36,3,1,1,1,1,0,1,0
2016-2017,1/4/2017,Leicester,Stoke,2,0,H,2017-04-01,2017,4,18,30,2,2,1,0,1,0,0,0
2016-2017,1/4/2017,Liverpool,Everton,3,1,H,2017-04-01,2017,4,19,14,4,2,1,1,1,1,1,0
2016-2017,1/4/2017,Man United,West Brom,0,0,D,2017-04-01,2017,4,21,35,0,0,0,0,0,0,0,1
2016-2017,1/4/2017,Southampton,Bournemouth,0,0,D,2017-04-01,2017,4,29,6,0,0,0,0,0,0,0,1
2016-2017,1/4/2017,Watford,Sunderland,1,0,H,2017-04-01,2017,4,34,31,1,1,1,0,0,0,0,0
2016-2017,2/4/2017,Arsenal,Man City,2,2,D,2017-04-02,2017,4,0,20,4,0,0,1,1,1,1,1
2016-2017,2/4/2017,Swansea,Middlesbrough,0,0,D,2017-04-02,2017,4,32,22,0,0,0,0,0,0,0,1
2016-2017,4/4/2017,Burnley,Stoke,1,0,H,2017-04-04,2017,4,8,30,1,1,1,0,0,0,0,0
2016-2017,4/4/2017,Leicester,Sunderland,2,0,H,2017-04-04,2017,4,18,31,2,2,1,0,1,0,0,0
2016-2017,4/4/2017,Man United,Everton,1,1,D,2017-04-04,2017,4,21,14,2,0,0,0,1,0,1,1
2016-2017,4/4/2017,Watford,West Brom,2,0,H,2017-04-04,2017,4,34,35,2,2,1,0,1,0,0,0
2016-2017,5/4/2017,Arsenal,West Ham,3,0,H,2017-04-05,2017,4,0,36,3,3,1,1,1,0,0,0
2016-2017,5/4/2017,Chelsea,Man City,2,1,H,2017-04-05,2017,4,11,20,3,1,1,1,1,0,1,0
2016-2017,5/4/2017,Hull,Middlesbrough,4,2,H,2017-04-05,2017,4,17,22,6,2,1,1,1,1,1,0
2016-2017,5/4/2017,Liverpool,Bournemouth,2,2,D,2017-04-05,2017,4,19,6,4,0,0,1,1,1,1,1
2016-2017,5/4/2017,Southampton,Crystal Palace,3,1,H,2017-04-05,2017,4,29,12,4,2,1,1,1,1,1,0
2016-2017,5/4/2017,Swansea,Tottenham,1,3,A,2017-04-05,2017,4,32,33,4,-2,0,1,1,1,1,2
2016-2017,8/4/2017,Bournemouth,Chelsea,1,3,A,2017-04-08,2017,4,6,11,4,-2,0,1,1,1,1,2
2016-2017,8/4/2017,Man City,Hull,3,1,H,2017-04-08,2017,4,20,17,4,2,1,1,1,1,1,0
2016-2017,8/4/2017,Middlesbrough,Burnley,0,0,D,2017-04-08,2017,4,22,8,0,0,0,0,0,0,0,1
2016-2017,8/4/2017,Stoke,Liverpool,1,2,A,2017-04-08,2017,4,30,19,3,-1,0,1,1,0,1,2
2016-2017,8/4/2017,Tottenham,Watford,4,0,H,2017-04-08,2017,4,33,34,4,4,1,1,1,1,0,0
2016-2017,8/4/2017,West Brom,Southampton,0,1,A,2017-04-08,2017,4,35,29,1,-1,0,0,0,0,0,2
2016-2017,8/4/2017,West Ham,Swansea,1,0,H,2017-04-08,2017,4,36,32,1,1,1,0,0,0,0,0
2016-2017,9/4/2017,Everton,Leicester,4,2,H,2017-04-09,2017,4,14,18,6,2,1,1,1,1,1,0
2016-2017,9/4/2017,Sunderland,Man United,0,3,A,2017-04-09,2017,4,31,21,3,-3,0,1,1,0,0,2
2016-2017,10/4/2017,Crystal Palace,Arsenal,3,0,H,2017-04-10,2017,4,12,0,3,3,1,1,1,0,0,0
2016-2017,1/5/2017,Watford,Liverpool,0,1,A,2017-05-01,2017,5,34,19,1,-1,0,0,0,0,0,2
2016-2017,5/5/2017,West Ham,Tottenham,1,0,H,2017-05-05,2017,5,36,33,1,1,1,0,0,0,0,0
2016-2017,6/5/2017,Bournemouth,Stoke,2,2,D,2017-05-06,2017,5,6,30,4,0,0,1,1,1,1,1
2016-2017,6/5/2017,Burnley,West Brom,2,2,D,2017-05-06,2017,5,8,35,4,0,0,1,1,1,1,1
2016-2017,6/5/2017,Hull,Sunderland,0,2,A,2017-05-06,2017,5,17,31,2,-2,0,0,1,0,0,2
2016-2017,6/5/2017,Leicester,Watford,3,0,H,2017-05-06,2017,5,18,34,3,3,1,1,1,0,0,0
2016-2017,6/5/2017,Man City,Crystal Palace,5,0,H,2017-05-06,2017,5,20,12,5,5,1,1,1,1,0,0
2016-2017,6/5/2017,Swansea,Everton,1,0,H,2017-05-06,2017,5,32,14,1,1,1,0,0,0,0,0
2016-2017,7/5/2017,Arsenal,Man United,2,0,H,2017-05-07,2017,5,0,21,2,2,1,0,1,0,0,0
2016-2017,7/5/2017,Liverpool,Southampton,0,0,D,2017-05-07,2017,5,19,29,0,0,0,0,0,0,0,1
2016-2017,8/5/2017,Chelsea,Middlesbrough,3,0,H,2017-05-08,2017,5,11,22,3,3,1,1,1,0,0,0
2016-2017,10/5/2017,Southampton,Arsenal,0,2,A,2017-05-10,2017,5,29,0,2,-2,0,0,1,0,0,2
2016-2017,12/5/2017,Everton,Watford,1,0,H,2017-05-12,2017,5,14,34,1,1,1,0,0,0,0,0
2016-2017,12/5/2017,West Brom,Chelsea,0,1,A,2017-05-12,2017,5,35,11,1,-1,0,0,0,0,0,2
2017-2018,11/8/2017,Arsenal,Leicester,4,3,H,2017-08-11,2017,8,0,18,7,1,1,1,1,1,1,0
2017-2018,12/8/2017,Brighton,Man City,0,2,A,2017-08-12,2017,8,7,20,2,-2,0,0,1,0,0,2
2017-2018,12/8/2017,Chelsea,Burnley,2,3,A,2017-08-12,2017,8,11,8,5,-1,0,1,1,1,1,2
2017-2018,12/8/2017,Crystal Palace,Huddersfield,0,3,A,2017-08-12,2017,8,12,16,3,-3,0,1,1,0,0,2
2017-2018,12/8/2017,Everton,Stoke,1,0,H,2017-08-12,2017,8,14,30,1,1,1,0,0,0,0,0
2017-2018,12/8/2017,Southampton,Swansea,0,0,D,2017-08-12,2017,8,29,32,0,0,0,0,0,0,0,1
2017-2018,12/8/2017,Watford,Liverpool,3,3,D,2017-08-12,2017,8,34,19,6,0,0,1,1,1,1,1
2017-2018,12/8/2017,West Brom,Bournemouth,1,0,H,2017-08-12,2017,8,35,6,1,1,1,0,0,0,0,0
2017-2018,13/08/2017,Man United,West Ham,4,0,H,2017-08-13,2017,8,21,36,4,4,1,1,1,1,0,0
2017-2018,13/08/2017,Newcastle,Tottenham,0,2,A,2017-08-13,2017,8,23,33,2,-2,0,0,1,0,0,2
2017-2018,19/08/2017,Bournemouth,Watford,0,2,A,2017-08-19,2017,8,6,34,2,-2,0,0,1,0,0,2
2017-2018,19/08/2017,Burnley,West Brom,0,1,A,2017-08-19,2017,8,8,35,1,-1,0,0,0,0,0,2
2017-2018,19/08/2017,Leicester,Brighton,2,0,H,2017-08-19,2017,8,18,7,2,2,1,0,1,0,0,0
2017-2018,19/08/2017,Liverpool,Crystal Palace,1,0,H,2017-08-19,2017,8,19,12,1,1,1,0,0,0,0,0
2017-2018,19/08/2017,Southampton,West Ham,3,2,H,2017-08-19,2017,8,29,36,5,1,1,1,1,1,1,0
2017-2018,19/08/2017,Stoke,Arsenal,1,0,H,2017-08-19,2017,8,30,0,1,1,1,0,0,0,0,0
2017-2018,19/08/2017,Swansea,Man United,0,4,A,2017-08-19,2017,8,32,21,4,-4,0,1,1,1,0,2
2017-2018,20/08/2017,Huddersfield,Newcastle,1,0,H,2017-08-20,2017,8,16,23,1,1,1,0,0,0,0,0
2017-2018,20/08/2017,Tottenham,Chelsea,1,2,A,2017-08-20,2017,8,33,11,3,-1,0,1,1,0,1,2
2017-2018,21/08/2017,Man City,Everton,1,1,D,2017-08-21,2017,8,20,14,2,0,0,0,1,0,1,1
2017-2018,26/08/2017,Bournemouth,Man City,1,2,A,2017-08-26,2017,8,6,20,3,-1,0,1,1,0,1,2
2017-2018,26/08/2017,Crystal Palace,Swansea,0,2,A,2017-08-26,2017,8,12,32,2,-2,0,0,1,0,0,2
2017-2018,26/08/2017,Huddersfield,Southampton,0,0,D,2017-08-26,2017,8,16,29,0,0,0,0,0,0,0,1
2017-2018,26/08/2017,Man United,Leicester,2,0,H,2017-08-26,2017,8,21,18,2,2,1,0,1,0,0,0
2017-2018,26/08/2017,Newcastle,West Ham,3,0,H,2017-08-26,2017,8,23,36,3,3,1,1,1,0,0,0
2017-2018,26/08/2017,Watford,Brighton,0,0,D,2017-08-26,2017,8,34,7,0,0,0,0,0,0,0,1
2017-2018,27/08/2017,Chelsea,Everton,2,0,H,2017-08-27,2017,8,11,14,2,2,1,0,1,0,0,0
2017-2018,27/08/2017,Liverpool,Arsenal,4,0,H,2017-08-27,2017,8,19,0,4,4,1,1,1,1,0,0
2017-2018,27/08/2017,Tottenham,Burnley,1,1,D,2017-08-27,2017,8,33,8,2,0,0,0,1,0,1,1
2017-2018,27/08/2017,West Brom,Stoke,1,1,D,2017-08-27,2017,8,35,30,2,0,0,0,1,0,1,1
2017-2018,9/9/2017,Arsenal,Bournemouth,3,0,H,2017-09-09,2017,9,0,6,3,3,1,1,1,0,0,0
2017-2018,9/9/2017,Brighton,West Brom,3,1,H,2017-09-09,2017,9,7,35,4,2,1,1,1,1,1,0
2017-2018,9/9/2017,Everton,Tottenham,0,3,A,2017-09-09,2017,9,14,33,3,-3,0,1,1,0,0,2
